Bamboos, Grasses & Grass like plants

Acorus calamus (Vekhand - Mosquito Repellent, Bacha, Vacha, Wekhano,Sweet Flag)
Acorus gramineus (Sweet Flag Grass, Japanese Sweet Flag,)
Acorus gramineus variegatus (Variegated Sweet Flag Grass, Variegated Japanese Sweet Flag,)
Alpinia calcarata (Sundi Grass, Sundo Grass, Snap Ginger, Cardamon Ginger, Indian Ginger)
Arundinaria pumila (Bamboo Ultra Dwarf)
Arundo donax (Arundodonax Green, Reed Grass)
Arundo donax versicolor (Reed Grass White, Variegated Giant Reed)
Bambusa lako, Gigantochloa atroviolacea (Thick Bamboo Black, Black Timor Bamboo, Black Bamboo)
Bambusa multiplex, B. glaucescens (Bamboo Dwarf, Fernleaf Bamboo, Pencil Bamboo)
Bambusa ventricosa dwarf (Dwarf Buddhas Belly Bamboo)
Bambusa ventricosa striata (Buddhas Belly Bamboo Variegated)
Bambusa ventricosa, B. tuldoides ventricosa (Bamboo Buddha Belly)
Bambusa vulgaris (Bamboo Golden Variegated, Feathery Bamboo, Tiger Bamboo)
Carex bronze (Carex Bronze, Brown Grass)
Carex morrowii variegata (Carex Grass Variegated, Japanese Sedge Grass, Variegated Sedge Grass)
Carex priarie fire (Brown Grass Erect Growing)
Chamaedorea seifrizii, C. erumpens (Bamboo Palm, Seaforthia Palm, Cane Palm)
Chrysopogon zizanioides, Vetiveria zizanoides (Khus, Cuss Cuss)
Cortaderia selloana, C. argentea (Pampas Grass)
Curculigo capitulata (Curculigo, Ground Orchid)
Cymbopogon floxosus (Lemon Grass, Citronella Grass)
Cynadon dactylon (Bermuda Grass, Hariyali, Haryali, Bermuda Lawn)
Cyperus albostriatus vareigatus (Cyperus Vareigated)
Cyperus alternifolius (Umbrella Grass, Umbrella Plant)
Cyperus alternifolius variegated (Variegated Umbrella Grass)
Cyperus diffusus (Broadleaf Umbrella Plant, Dwarf Cypreus)
Cyperus isocladus, C. prolifer (Dwarf Papyrus)
Dendrocalamus gigentus (Giant Bamboo)
Dendrocalamus stocksii, Pseudo-oxytenanthera stocksii (Furniture Bamboo)
Dendrocalamus strictus (Bamboo Green Tall, Calcutta Bamboo, Male Bamboo, Stony Bamboo)
Dendrocalamus strictus var mesh (Bamboo Meshi)
Dianella tasmanica (Dianella Green)
Dianella tasmanica aurea (Green Dianella Grass)
Dianella tasmanica variegata (White Daniella Grass)
Dinochloa scandens (Bamboo - Black Creeping)
Dioclea bambusifolia (Bamboo Like Climber)
Festuca glauca (Blue Fescue)
Glyceria maxima variegata (Variegated Manna Grass)
Iris pallida argentea (Variegated Orris)
Iris species (Iris Species, Iris Lily)
Liriope platyphylla
Neomarica gracilis (Apostle Plant, Walking Iris, Apostle's Iris)
Odomos (Odomos Grass)
Ophiopogon jaburan (Ophiopogon Green)
Ophiopogon jaburan variegata (Ophiopogon Variegated, Giant Lily Turf, Snakebeard, White Lilyturf, Aztec Grass)
Ophiopogon japonicus (Monkey Grass, Mondo Grass)
Ophiopogon japonicus kyoto dwarf (Dwarf Mondo Grass, Lily Turf, Dwarf Monkey Grass)
Ophiopogon planiscapus nigresceus black dragon (Ophiopogon Black, Black Dragon)
Pandanus amaryltifolius (Basmati Plant, Basmati Pandanus)
Paspalum notatum (Paspalum Lawn, Broad Leaved Lawn, Bahia Grass)
Pennisetum clandestinum (Kikuyu Grass, Kikuyu Lawn)
Pennisetum rueppeli (Fountain Grass Red)
Pennisetum species (Fountain Grass Green)
Phalaris species (Ribbon Grass White)
Phyllostachys bambusoides, P.quilioi, P. reticulata (Japanese Golden Bamboo, Madake)
Phyllostachys nigra (Thin Black Bamboo)
Phyllostachys sagittata (Zadu Plant, Broom Plant)
Phyllostachys species (Thailand Green Bamboo)
Pleioblastus shibuyanus (Bamboo White Variegated)
Poa pratensis (American Blue Lawn, Kentucky Blue Grass)
Poa pratensis selection one (Lawn American Blue Selection 1, Lawn Selection 1)
Poa species (Kentucky Blue Grass, Lawn Kentecky Blue)
Pogonatherum paniceum (Bamboo Grass)
Pogonatherum paniceum variegatum (Bamboo Grass Variegated)
Restonia species (Restonia Species)
Saccharum officinarum (Sugar Cane, Shunkora)
Schizostachyum brachyllum (Philippines Construction Bamboo, Pure Yellow Bamboo, New Golden Bamboo)
Spathoglottis plicata (Spathoglottis Orchid, Ground Orchid)
Stenotaphrum secundatum (St Augustine Lawn, Elephant Lawn, Buffalo Lawn)
Stenotaphrum secundatum variegatum (Variegated St. Augustines Lawn, Elephant Grass Variegated)
Stipa arundinacea (Blood Grass, Stipa Sirocco)
Stipa tenuissima (Pony Tail Grass, Taxas Nffdle Grass Feathergrass)
Thalia dealbata (Thalia)
Thyrostachys siamensis (Monastry Bamboo, Chinese Painting Bamboo)
Xanthorrhoea glauca (Grass Tree, Black Boy)
Zephyranthes candida (Thunder Lily White)
Zephyranthes candida flava (Zephyranthes Cream Color)
Zephyranthes citrina (Thunder Lily Yellow, Citron Zephyr Lily.)
Zephyranthes grandiflora (Thunder Lily Pink, Zephyr-lily, Flower Of The Westwind)
Zephyranthes species pink hybrid (Thunder Lily Large Pink)
Zoysia japonica matrella (Korean Lawn Grass, Velvet Lawn, Jade Velvet, Taiwan Lawn)
Zoysia japonica tinufolia (Mexican Lawn, Jumping Lawn)

Bromeliads

Aechmea fasciata (Silver Fasciata, Silver Vase)
Aechmea gracilis (Hair Brush Bromeliad)
Aechmea nudicaulis marginata (Yellow Margin Bromeliad)
Ananas ananassoioles, Ananas nanas (Ananus Mini, Pineapple Mini)
Ananas bracteatus striatus nanus (Thornless Variegated Pineapple)
Ananas comosus variegatus (Ananus Variegated, Variegated Pineapple)
Ananas comosus variety inermis (Thornless Variegated Pineapple, Ananas Variegated Spineless)
Ananas comosus, Ananas ananas, Bromelia ananas, Bromelia comosa (Pine Apple, Ananas, Pineapple)
Billbergia nutans (Queens Tears, Indoor Oats)
Billbergia pyramidalis concolor (Guzmania Summer Torch)
Billbergia pyramidalis fantasia (Marbled Rainbow Plant)
Billbergia pyramidalis marginata kyoto (Bilbergia Summer Torch Variegated)
Cryptanthus bivittatus (Cryptanthus, Star Plant)
Cryptanthus bivittatus red starlite (Cryptanthus Red)
Cryptanthus fosterianus (Stiff Pheasant - Leaf)
Guzmania bolero (Guzmania, Stars Of The Amazon)
Guzmania claret (Guzmania Claret)
Guzmania continental (Guzmania Red)
Guzmania fiesta (Guzmania Fiesta)
Guzmania hybrida (Guzmania Hybrida, Stars Of The Amazon)
Guzmania intro (Guzmania Intro)
Guzmania jive (Guzmania Orange)
Guzmania lingulata ultra (Guzmania Ultra)
Guzmania pax (Guzmania Yellow)
Guzmania rana (Red Guzmania)
Guzmania rondo (Guzmania)
Guzmania salsa (Guzmania Pink)
Guzmania soledo (Guzmania Large Yellow)
Guzmania switch (Guzmania Purple)
Guzmania torch (Guzmania Torch)
Guzmania wittmackii (Guzmania Wittmackii, Stars Of The Amazon)
Neoregelia carolinae marginata (Blushing Bromeliad)
Neoregelia carolinae tricolor (Striped Blushing Bromeliad)
Neoregelia cruenta (Yellow Bromeliad)
Neoregelia hybrids (Neoregelia)
Neoregelia tricolor (Common Neoregelia)
Tillandsia cyanea (Pink Quill)
Tillandsia species (Assorted Tillandsia)
Tillandsia usneoides (Spanish Moss)
Vriesea elan (Small Vriesea)
Vriesea energy (Vriesea Energy)
Vriesea hybrida (Vriesea)
Vriesea splenriet tiger (Verisia Tiger, Tiger Bromeliad)

Cacti & Succulents

Adenia venenata, Modecca abyssinica hochst (Adenia, Elephant Foot)
Adenium flore pleno hybrida (Adenium Double)
Adenium obesum hybrid dark pink (Adenium Dark Pink, Desert Rose Dark Pink)
Adenium obesum hybrid pink (Adenium Pink, Desert Rose Pink)
Adenium obesum hybrid red (Adenium Red Star, Desert Rose Hybrid Red)
Adenium obesum hybrid white (Adenium White, Desert Rose White)
Adenium obesum var arabicum (Adenium. Desert Rose)
Adenium obesum var obesum (Adenium, Desert Rose, Mock Azalea)
Adenium obesum variegata (Adenium Variegata, Desert Rose Variegata)
Aeonium arboreum, Sempervivum arboreum (The Tree Aeonium, Houseleek)
Agave americana marginata (Century Plant Variegated, Maguey)
Agave americana marginata goldii (Agave Americana Marginata Goldii)
Agave americana medio-picta (Century Plant, Silver Century Plant)
Agave angustifolia (Caribbean Agave)
Agave angustifolia marginata (Caribbean Agave Variegated)
Agave angustifolia woodrowii (White Agave, White Variegated Agave)
Agave attenuata (Agave Dragon Tree, Fox Tail Agave)
Agave attenuata marginata (Agave Dragon Tree Variegated, Fox Tail Agave Variegated)
Agave desmettiana (Urn Agave, Narrow Leaf Agave)
Agave desmettiana marginata (Variegated Urn Agave)
Agave desmettiana variegata (White Urn Agave)
Agave ferox
Agave lophantha (Lopantha Agave)
Agave parryi (Agave Dwarf, Mescal Agave, Parrys Agave, Potato Agave)
Agave parryi marginata (Agave Dwarf Variegated, Mescal Agave Variegated, Parrys Agave, Potato Agave Variegated)
Agave potatorum form (Potato Agave, Drunkard Agave)
Agave potatorum marginata (Potato Agave Marginata)
Agave sisalana (Sisal - Hemp)
Agave victoriae-reginae (Century Plant, Queen Victoria Agave)
Alocasia esculata black magic (Alocasia Black Magic)
Aloe brevifolia depressa (Crocodile Jaws)
Aloe species (Aloe)
Aloe vera (Aloe Vera (medicinal Aloe), True Aloe)
Aloe vera variegata (Variegated Aloe)
Aptenia cordifolia (Baby Sun Rose Red, Ice Plants)
Aptenia cordifolia alba (Baby Sun Rose White)
Aptenia cordifolia marginata (Variegated Baby Sun Rose)
Aptenia cordifolia rosea (Baby Sun Rose Pink)
Aptenia cordifolia variegata aurea (Baby Sun Rose Yellow Variegated)
Astrophytum myriostigma (Bishops Cap Cactus, Monks Hood, Bishops Mitre)
Beaucarnea recurvata (Nolina Elephants Foot, Pony Tail, Elephant Foot Tree.)
Beaucarnea recurvata marginata (Nolina Marginata)
Beaucarnea recurvata variegata (Nolina Variegated)
Bowiea volubilis (Climbing Onion Or Sea Onion)
Bryophyllum pinnatum (Air Plant, Miracle Leaf, Curtaer, Sprout -leaf Plant)
Cereus hexagonus, C. perlucens, C. longflorus, Pilocereus perlucens (Cereus Hexagonus, Ledy Of Night Cactus, South American Blue Column)
Cissus quadrangularis (Veld Grape, Veldt Grape, Winged Treebine)
Cotyledon orbiculata, Kalanchoe thyrsiflora (Cotyledon, Pig Ear)
Cotyledon undulata (Silver Crown)
Crassula arborescens (Crassula, Silver Dollar Plant, Silver Jade, Money Tree,Stone Crop)
Crassula hottentot (Rosary Plant)
Crassula ovata (Jade Green, Jade Plant)
Crassula tetragona (Miniature Pine Tree)
Crytocereus anthonyans (Anthonys Rick Rack)
Disocactus ackermannii, Epiphyllum ackermanni, Phyllocactus ackermanni (Disocactus, Orchid Cactus, Strap Cactus)
Doryanthes excelsa (Globe Spear Lily)
Echeveria agavoides (Echiveria Red, Wax Agave, Moldfo Wax, Moulded Wax)
Echeveria peacockii (Lotus Cactus, Peacock Echeveria, Rose Cactus)
Echeveria species blue grey (Echeveria Blue Grey)
Echeveria species brown (Echeveria Brown)
Echeveria species plush plant (Plush Plants, Flowering Echeveria)
Echinocactus grusonii (Golden Barrel Cactus, Golden Ball, Mother In Laws Seat)
Epiphyllum oxypetalum (Queen Of The Night, Dutchmans-pipe Cactus)
Espostoa lanata (Esposta Lanata, Peruvian Old-man Cactus, Snow-ball Cactus, Cotton Ball)
Euphorbia cooperi (Euphorbia Cooperi)
Euphorbia geraldii (Kiss Me Quick, Thornless Euphorbia)
Euphorbia grandicornis (Cow Horn Euphorbia)
Euphorbia greenwayii (Euphorbia Greenwayii)
Euphorbia lactea (Euphorbia Trigona)
Euphorbia lactea alba (Euphorbia White Ghost, Elkworn, Ferilled Fan)
Euphorbia lactea cristata alba (Euphorbia Cristata Alba)
Euphorbia milli micro mini (Crown Of Thorns Micro Mini)
Euphorbia milli speciosa flava (Crown Of Thorns - Yellow)
Euphorbia milli speciosa rubra (Crown Of Thorns - Red)
Euphorbia milli thai hybrid (Crown Of Thorns New Hybrids)
Euphorbia milli thai hybrid bridal white (Euphorbia Milli Hybrid White)
Euphorbia milli thai hybrid blush (Euphorbia Thai Hybrid Blush, Kiss Me Quick Hybrid)
Euphorbia milli thai hybrid candy (Euphorbia Milli Hybrid Candy)
Euphorbia milli thai hybrid don (Euphorbia Milli Hybrid Don)
Euphorbia milli thai hybrid ekvilai (Euphorbia Milli Hybrid Ekvilai)
Euphorbia milli thai hybrid fresh pink (Euphorbia Thai Hyb Fresh Pink)
Euphorbia milli thai hybrid jewel (Euphorbia Thai Hybrid Jewel)
Euphorbia milli thai hybrid mong rasai (Euphorbia Thai Hybrid Mong Rasai)
Euphorbia milli thai hybrid one chonok (Euphorbia Thai Hybrid One Chonok)
Euphorbia milli thai hybrid orange (Euphorbia Milli Thai Hyb Orange)
Euphorbia milli thai hybrid pink compacta (Euphorbia Pink Compacta)
Euphorbia milli thai hybrid pothotho (Euphorbia Thai Hybrid Pothotho)
Euphorbia milli thai hybrid red robusta (Euphorbia Thai Hybrid Red Robusta)
Euphorbia milli thai hybrid scarlet (Euphorbia Thai Hybrid Scarlet)
Euphorbia milli thai hybrid sonia (Euphorbia Thai Hybrid Sonia)
Euphorbia milli thai hybrid sun blessed (Euphorbia Thai Hybrid Sun Blessed)
Euphorbia neriifolia (Thor)
Euphorbia punicea (Jamaican Poinsettia)
Euphorbia stenoclada (Green Thicket)
Euphorbia stenoclada silver (Silver Thicket)
Euphorbia suberanus (Euphorbia Suberanus)
Euphorbia tirucalli (Pencil Cactus, Milk Bush, Bone Tree, Rubber Euphorbia, Naked Lady)
Euphorbia trigona rubra (Euphorbia Trigona Rubra, African Milk Tree, Abyssinian Euphorbia)
Euphorbia viguieri (Euphorbia Viguieri)
Furcraea gigantea green (Furcraea Green)
Furcraea gigantea var mediopicta (Furcurea)
Furcraea gigantea variety striata (Furcraea, Giant False Agave)
Furcraea selloa marginata (Furcarea Narrow Leaf)
Gymnocalycium mihanovichii (China Cactus)
Hatiora salicornioides, Rhipsalis salicornioides, Cactus lyratus, C salicornioides (Dancing Bones Cactus, Drunkard's Dream, Spice Cactus)
Haworthia tisleyi (Haworthia Grey Spotted)
Haworthia venosa (Haworthia Green)
Hesperaloe parviflora (Red Hesperaloe, Red Yucca)
Hylocereus undatus (Dragon Fruit, Pitahaya, Strawberry Pear)
Iresine herbstii aureoreticulata (Painted Blood Leaf Green, Iresine Green)
Kalanchoe orgyalis (Brown Kalanchoe)
Kalanchoe tomentosa (Panda Plant, Pussy Ears, Bunny Ears)
Kalanchoe tomentosa ovifolium (Mickeys Ears)
